KLEE: WARNING ONCE: function "Wait_for_input" has inline asm
KLEE: WARNING: undefined reference to function: BZ2_bzCompress
KLEE: WARNING: undefined reference to function: BZ2_bzCompressEnd
KLEE: WARNING: undefined reference to function: BZ2_bzCompressInit
KLEE: WARNING: undefined reference to function: __isoc99_sscanf
KLEE: WARNING: undefined reference to function: alarm
KLEE: WARNING: undefined reference to function: compress2
KLEE: WARNING: undefined reference to function: compressBound
KLEE: WARNING: undefined reference to function: deflate
KLEE: WARNING: undefined reference to function: deflateEnd
KLEE: WARNING: undefined reference to function: deflateInit2_
KLEE: WARNING: undefined reference to function: deflateInit_
KLEE: WARNING: undefined reference to function: getxattr
KLEE: WARNING: undefined reference to function: inflate
KLEE: WARNING: undefined reference to function: inflateEnd
KLEE: WARNING: undefined reference to function: inflateInit2_
KLEE: WARNING: undefined reference to function: lgetxattr
KLEE: WARNING: undefined reference to function: listxattr
KLEE: WARNING: undefined reference to function: llistxattr
KLEE: WARNING: undefined reference to function: lremovexattr
KLEE: WARNING: undefined reference to function: lsetxattr
KLEE: WARNING: undefined reference to function: pthread_attr_init
KLEE: WARNING: undefined reference to function: pthread_attr_setdetachstate
KLEE: WARNING: undefined reference to function: pthread_cancel
KLEE: WARNING: undefined reference to function: pthread_cond_destroy
KLEE: WARNING: undefined reference to function: pthread_cond_init
KLEE: WARNING: undefined reference to function: pthread_cond_signal
KLEE: WARNING: undefined reference to function: pthread_cond_wait
KLEE: WARNING: undefined reference to function: pthread_create
KLEE: WARNING: undefined reference to function: pthread_equal
KLEE: WARNING: undefined reference to function: pthread_exit
KLEE: WARNING: undefined reference to function: pthread_join
KLEE: WARNING: undefined reference to function: pthread_mutex_destroy
KLEE: WARNING: undefined reference to function: pthread_mutex_init
KLEE: WARNING: undefined reference to function: pthread_mutex_lock
KLEE: WARNING: undefined reference to function: pthread_mutex_unlock
KLEE: WARNING: undefined reference to function: pthread_self
KLEE: WARNING: undefined reference to function: pthread_sigmask
KLEE: WARNING: undefined reference to function: removexattr
KLEE: WARNING: undefined reference to function: setxattr
KLEE: WARNING: undefined reference to function: truncate
KLEE: WARNING: undefined reference to function: uncompress
KLEE: WARNING ONCE: calling external: syscall(16, 0, 21505, 93970468005088) at /home/minjong/learch/klee/runtime/POSIX/fd.c:991 10
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: Alignment of memory from call "malloc" is not modelled. Using alignment of 8.
KLEE: WARNING ONCE: Alignment of memory from call "calloc" is not modelled. Using alignment of 8.
KLEE: WARNING ONCE: calling external: gettimeofday(93970473447904, 0) at /home/minjong/learch/klee/build/runtime/POSIX/home/minjong/learch/klee/runtime/POSIX/stubs.c:171 0
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_mutex_init(93970434232176, 0) at ../xorriso/base_obj.c:102 9
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: vprintf(93970220827792, 93970509269536) at libc/stdio/fprintf.c:35 14
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_mutex_lock(93970298116760) at ../libisofs/libiso_msgs.c:169 6
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_mutex_unlock(93970292209688) at ../libburn/libdax_msgs.c:180 6
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: getpid() at ../libburn/init.c:542 20
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_self() at ../libburn/init.c:543 23
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: sigaction: silently ignoring
KLEE: WARNING ONCE: calling external: pthread_mutex_destroy(93970292209688) at ../libburn/libdax_msgs.c:209 44
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: uname(93972490666816) at ../libburn/sg-linux.c:299 18
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: geteuid() at ../libisoburn/isoburn.c:865 5
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: getegid() at ../libisoburn/isoburn.c:866 5
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING: killing 251 states out of 10420 (over memory cap)
KLEE: WARNING: killing 254 states out of 10416 (over memory cap)
KLEE: WARNING: killing 251 states out of 10395 (over memory cap)
KLEE: WARNING: killing 250 states out of 10366 (over memory cap)
KLEE: WARNING: killing 249 states out of 10331 (over memory cap)
KLEE: WARNING: killing 248 states out of 10304 (over memory cap)
KLEE: WARNING: killing 248 states out of 10294 (over memory cap)
KLEE: WARNING: killing 267 states out of 10276 (over memory cap)
KLEE: WARNING: killing 246 states out of 10217 (over memory cap)
KLEE: WARNING: killing 246 states out of 10199 (over memory cap)
KLEE: WARNING: killing 248 states out of 10176 (over memory cap)
KLEE: WARNING: killing 246 states out of 10211 (over memory cap)
KLEE: WARNING: killing 246 states out of 10208 (over memory cap)
KLEE: WARNING: killing 247 states out of 10245 (over memory cap)
KLEE: WARNING: killing 247 states out of 10238 (over memory cap)
KLEE: WARNING: killing 255 states out of 10186 (over memory cap)
KLEE: WARNING: killing 244 states out of 10104 (over memory cap)
KLEE: WARNING: killing 243 states out of 10059 (over memory cap)
KLEE: WARNING: killing 241 states out of 10011 (over memory cap)
KLEE: WARNING: killing 241 states out of 9976 (over memory cap)
KLEE: WARNING: killing 240 states out of 9937 (over memory cap)
KLEE: WARNING: killing 241 states out of 9916 (over memory cap)
KLEE: WARNING: killing 238 states out of 9886 (over memory cap)
KLEE: WARNING: killing 241 states out of 9883 (over memory cap)
KLEE: WARNING: killing 240 states out of 9877 (over memory cap)
KLEE: WARNING: killing 238 states out of 9858 (over memory cap)
KLEE: WARNING: killing 237 states out of 9821 (over memory cap)
KLEE: WARNING: killing 237 states out of 9832 (over memory cap)
KLEE: WARNING: killing 239 states out of 9811 (over memory cap)
KLEE: WARNING: killing 239 states out of 9803 (over memory cap)
KLEE: WARNING: killing 238 states out of 9778 (over memory cap)
KLEE: WARNING: killing 236 states out of 9786 (over memory cap)
KLEE: WARNING: killing 238 states out of 9789 (over memory cap)
KLEE: WARNING: killing 240 states out of 9777 (over memory cap)
KLEE: WARNING: killing 236 states out of 9774 (over memory cap)
KLEE: WARNING: killing 238 states out of 9789 (over memory cap)
KLEE: WARNING: killing 236 states out of 9780 (over memory cap)
KLEE: WARNING ONCE: calling external: printf(93970395480248, 93970474660528) at ../xorriso/text_io.c:1036 8
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING: killing 240 states out of 9767 (over memory cap)
KLEE: WARNING: killing 238 states out of 9774 (over memory cap)
KLEE: WARNING: killing 238 states out of 9784 (over memory cap)
KLEE: WARNING: killing 236 states out of 9775 (over memory cap)
KLEE: WARNING: killing 236 states out of 9784 (over memory cap)
KLEE: WARNING: killing 239 states out of 9798 (over memory cap)
KLEE: WARNING: killing 236 states out of 9789 (over memory cap)
KLEE: WARNING: killing 238 states out of 9780 (over memory cap)
KLEE: WARNING: killing 240 states out of 9766 (over memory cap)
KLEE: WARNING: killing 235 states out of 9725 (over memory cap)
KLEE: WARNING: killing 236 states out of 9684 (over memory cap)
KLEE: WARNING: killing 237 states out of 9660 (over memory cap)
KLEE: WARNING: killing 232 states out of 9621 (over memory cap)
KLEE: WARNING: killing 236 states out of 9595 (over memory cap)
KLEE: WARNING: killing 230 states out of 9543 (over memory cap)
KLEE: WARNING: killing 232 states out of 9518 (over memory cap)
KLEE: WARNING: killing 232 states out of 9522 (over memory cap)
KLEE: WARNING: killing 231 states out of 9501 (over memory cap)
KLEE: WARNING: killing 229 states out of 9499 (over memory cap)
KLEE: WARNING: killing 229 states out of 9496 (over memory cap)
KLEE: WARNING: killing 233 states out of 9491 (over memory cap)
KLEE: WARNING: killing 233 states out of 9466 (over memory cap)
KLEE: WARNING: killing 228 states out of 9439 (over memory cap)
KLEE: WARNING: killing 227 states out of 9427 (over memory cap)
KLEE: WARNING: killing 228 states out of 9436 (over memory cap)
KLEE: WARNING: killing 228 states out of 9437 (over memory cap)
KLEE: WARNING: killing 227 states out of 9416 (over memory cap)
KLEE: WARNING: killing 227 states out of 9423 (over memory cap)
KLEE: WARNING: killing 227 states out of 9395 (over memory cap)
KLEE: WARNING: killing 226 states out of 9366 (over memory cap)
KLEE: WARNING: killing 226 states out of 9366 (over memory cap)
KLEE: WARNING: killing 240 states out of 9336 (over memory cap)
KLEE: WARNING: killing 222 states out of 9222 (over memory cap)
KLEE: WARNING: killing 222 states out of 9189 (over memory cap)
KLEE: WARNING: killing 222 states out of 9134 (over memory cap)
KLEE: WARNING: killing 222 states out of 9117 (over memory cap)
KLEE: WARNING: killing 219 states out of 9069 (over memory cap)
KLEE: WARNING: killing 220 states out of 9050 (over memory cap)
KLEE: WARNING: killing 219 states out of 9009 (over memory cap)
KLEE: WARNING ONCE: calling external: pthread_attr_init(93973127875328) at ../libburn/async.c:182 17
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_attr_setdetachstate(93973127875328, 1) at ../libburn/async.c:179 18
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_create(93973127875216, 93973127875328, 93970282549256, 93973127875200) at ../libburn/async.c:217 6
KLEE: WARNING: killing 216 states out of 8961 (over memory cap)
KLEE: WARNING: killing 215 states out of 8926 (over memory cap)
KLEE: WARNING: killing 215 states out of 8910 (over memory cap)
KLEE: WARNING: killing 219 states out of 8901 (over memory cap)
KLEE: WARNING: killing 214 states out of 8876 (over memory cap)
KLEE: WARNING: killing 213 states out of 8844 (over memory cap)
KLEE: WARNING: killing 215 states out of 8824 (over memory cap)
KLEE: WARNING: killing 218 states out of 8798 (over memory cap)
KLEE: WARNING: killing 213 states out of 8765 (over memory cap)
KLEE: WARNING: killing 213 states out of 8732 (over memory cap)
KLEE: WARNING: killing 210 states out of 8706 (over memory cap)
KLEE: WARNING: killing 212 states out of 8722 (over memory cap)
KLEE: WARNING: killing 210 states out of 8723 (over memory cap)
KLEE: WARNING: killing 210 states out of 8719 (over memory cap)
KLEE: WARNING: killing 215 states out of 8727 (over memory cap)
KLEE: WARNING: killing 211 states out of 8741 (over memory cap)
KLEE: WARNING: killing 211 states out of 8756 (over memory cap)
KLEE: WARNING: killing 211 states out of 8765 (over memory cap)
KLEE: WARNING: killing 211 states out of 8762 (over memory cap)
KLEE: WARNING: killing 211 states out of 8757 (over memory cap)
KLEE: WARNING: killing 212 states out of 8773 (over memory cap)
KLEE: WARNING: killing 214 states out of 8784 (over memory cap)
KLEE: WARNING: killing 211 states out of 8760 (over memory cap)
KLEE: WARNING: killing 212 states out of 8773 (over memory cap)
KLEE: WARNING: killing 212 states out of 8770 (over memory cap)
KLEE: WARNING: killing 211 states out of 8764 (over memory cap)
KLEE: WARNING: killing 212 states out of 8776 (over memory cap)
KLEE: WARNING: killing 212 states out of 8784 (over memory cap)
KLEE: WARNING: killing 211 states out of 8760 (over memory cap)
KLEE: WARNING: killing 213 states out of 8730 (over memory cap)
KLEE: WARNING: killing 210 states out of 8702 (over memory cap)
KLEE: WARNING: killing 210 states out of 8723 (over memory cap)
KLEE: WARNING: killing 212 states out of 8725 (over memory cap)
KLEE: WARNING: killing 210 states out of 8698 (over memory cap)
KLEE: WARNING: killing 209 states out of 8677 (over memory cap)
KLEE: WARNING: killing 209 states out of 8670 (over memory cap)
KLEE: WARNING: killing 211 states out of 8657 (over memory cap)
KLEE: WARNING: killing 208 states out of 8643 (over memory cap)
KLEE: WARNING: killing 213 states out of 8644 (over memory cap)
KLEE: WARNING: killing 208 states out of 8635 (over memory cap)
KLEE: WARNING: killing 208 states out of 8634 (over memory cap)
KLEE: WARNING: killing 208 states out of 8614 (over memory cap)
KLEE: WARNING: killing 207 states out of 8592 (over memory cap)
KLEE: WARNING: killing 207 states out of 8564 (over memory cap)
KLEE: WARNING: killing 206 states out of 8549 (over memory cap)
KLEE: WARNING: killing 206 states out of 8555 (over memory cap)
KLEE: WARNING: killing 206 states out of 8559 (over memory cap)
KLEE: WARNING: killing 206 states out of 8532 (over memory cap)
KLEE: WARNING: killing 206 states out of 8531 (over memory cap)
KLEE: WARNING: killing 205 states out of 8513 (over memory cap)
KLEE: WARNING: killing 206 states out of 8520 (over memory cap)
KLEE: WARNING: killing 208 states out of 8520 (over memory cap)
KLEE: WARNING: killing 207 states out of 8513 (over memory cap)
KLEE: WARNING: killing 207 states out of 8516 (over memory cap)
KLEE: WARNING: killing 205 states out of 8494 (over memory cap)
KLEE: WARNING: killing 205 states out of 8495 (over memory cap)
KLEE: WARNING: killing 205 states out of 8486 (over memory cap)
KLEE: WARNING: killing 204 states out of 8477 (over memory cap)
KLEE: WARNING: killing 204 states out of 8460 (over memory cap)
KLEE: WARNING: killing 204 states out of 8452 (over memory cap)
KLEE: WARNING: killing 207 states out of 8488 (over memory cap)
KLEE: WARNING: __fd_statfs: symbolic file, ignoring (ENOENT)
KLEE: WARNING: killing 206 states out of 8458 (over memory cap)
KLEE: WARNING: killing 204 states out of 8458 (over memory cap)
KLEE: WARNING: killing 204 states out of 8440 (over memory cap)
KLEE: WARNING: killing 203 states out of 8426 (over memory cap)
KLEE: WARNING: killing 203 states out of 8430 (over memory cap)
KLEE: WARNING: killing 203 states out of 8417 (over memory cap)
KLEE: WARNING: killing 203 states out of 8413 (over memory cap)
KLEE: WARNING: killing 203 states out of 8405 (over memory cap)
KLEE: WARNING: killing 203 states out of 8403 (over memory cap)
KLEE: WARNING: killing 207 states out of 8412 (over memory cap)
KLEE: WARNING: killing 203 states out of 8409 (over memory cap)
KLEE: WARNING: killing 203 states out of 8409 (over memory cap)
KLEE: WARNING: killing 203 states out of 8413 (over memory cap)
KLEE: WARNING: killing 203 states out of 8400 (over memory cap)
KLEE: WARNING: killing 202 states out of 8387 (over memory cap)
KLEE: WARNING: killing 202 states out of 8370 (over memory cap)
KLEE: WARNING: killing 202 states out of 8384 (over memory cap)
KLEE: WARNING: killing 202 states out of 8391 (over memory cap)
KLEE: WARNING: killing 202 states out of 8389 (over memory cap)
KLEE: WARNING: killing 202 states out of 8373 (over memory cap)
KLEE: WARNING: killing 202 states out of 8379 (over memory cap)
KLEE: WARNING: killing 202 states out of 8357 (over memory cap)
KLEE: WARNING: killing 201 states out of 8341 (over memory cap)
KLEE: WARNING: killing 203 states out of 8350 (over memory cap)
KLEE: WARNING: killing 201 states out of 8311 (over memory cap)
KLEE: WARNING: killing 200 states out of 8299 (over memory cap)
KLEE: WARNING: killing 202 states out of 8290 (over memory cap)
KLEE: WARNING: killing 200 states out of 8273 (over memory cap)
KLEE: WARNING: killing 199 states out of 8264 (over memory cap)
KLEE: WARNING: killing 199 states out of 8250 (over memory cap)
KLEE: WARNING: killing 199 states out of 8239 (over memory cap)
KLEE: WARNING: killing 199 states out of 8247 (over memory cap)
KLEE: WARNING: killing 201 states out of 8257 (over memory cap)
KLEE: WARNING: killing 199 states out of 8256 (over memory cap)
KLEE: WARNING: killing 199 states out of 8246 (over memory cap)
KLEE: WARNING: killing 199 states out of 8236 (over memory cap)
KLEE: WARNING: killing 198 states out of 8227 (over memory cap)
KLEE: WARNING: killing 197 states out of 8186 (over memory cap)
KLEE: WARNING: killing 198 states out of 8201 (over memory cap)
KLEE: WARNING: killing 198 states out of 8196 (over memory cap)
KLEE: WARNING: killing 198 states out of 8192 (over memory cap)
KLEE: WARNING: killing 197 states out of 8185 (over memory cap)
KLEE: WARNING: killing 198 states out of 8187 (over memory cap)
KLEE: WARNING: killing 197 states out of 8167 (over memory cap)
KLEE: WARNING: killing 197 states out of 8146 (over memory cap)
KLEE: WARNING: killing 198 states out of 8124 (over memory cap)
KLEE: WARNING: killing 196 states out of 8111 (over memory cap)
KLEE: WARNING: killing 195 states out of 8094 (over memory cap)
KLEE: WARNING: killing 195 states out of 8063 (over memory cap)
KLEE: WARNING: killing 194 states out of 8061 (over memory cap)
KLEE: WARNING: killing 197 states out of 8073 (over memory cap)
KLEE: WARNING: killing 194 states out of 8056 (over memory cap)
KLEE: WARNING: killing 196 states out of 8054 (over memory cap)
KLEE: WARNING: killing 194 states out of 8045 (over memory cap)
KLEE: WARNING: killing 194 states out of 8049 (over memory cap)
KLEE: WARNING: killing 194 states out of 8042 (over memory cap)
KLEE: WARNING: killing 194 states out of 8031 (over memory cap)
KLEE: WARNING: killing 194 states out of 8034 (over memory cap)
KLEE: WARNING: killing 194 states out of 8026 (over memory cap)
KLEE: WARNING: killing 193 states out of 8014 (over memory cap)
KLEE: WARNING: killing 193 states out of 8019 (over memory cap)
KLEE: WARNING: killing 193 states out of 8000 (over memory cap)
KLEE: WARNING: killing 192 states out of 7960 (over memory cap)
KLEE: WARNING: killing 192 states out of 7965 (over memory cap)
KLEE: WARNING: killing 192 states out of 7966 (over memory cap)
KLEE: WARNING: killing 192 states out of 7960 (over memory cap)
KLEE: WARNING: killing 192 states out of 7951 (over memory cap)
KLEE: WARNING: killing 192 states out of 7955 (over memory cap)
KLEE: WARNING: killing 198 states out of 7963 (over memory cap)
KLEE: WARNING: killing 191 states out of 7932 (over memory cap)
KLEE: WARNING: killing 191 states out of 7925 (over memory cap)
KLEE: WARNING: killing 191 states out of 7923 (over memory cap)
KLEE: WARNING: killing 193 states out of 7911 (over memory cap)
KLEE: WARNING: killing 191 states out of 7921 (over memory cap)
KLEE: WARNING: killing 191 states out of 7910 (over memory cap)
KLEE: WARNING: killing 191 states out of 7913 (over memory cap)
KLEE: WARNING: killing 191 states out of 7902 (over memory cap)
KLEE: WARNING: killing 190 states out of 7885 (over memory cap)
