KLEE: WARNING ONCE: function "Wait_for_input" has inline asm
KLEE: WARNING: undefined reference to function: BZ2_bzCompress
KLEE: WARNING: undefined reference to function: BZ2_bzCompressEnd
KLEE: WARNING: undefined reference to function: BZ2_bzCompressInit
KLEE: WARNING: undefined reference to function: __isoc99_sscanf
KLEE: WARNING: undefined reference to function: alarm
KLEE: WARNING: undefined reference to function: compress2
KLEE: WARNING: undefined reference to function: compressBound
KLEE: WARNING: undefined reference to function: deflate
KLEE: WARNING: undefined reference to function: deflateEnd
KLEE: WARNING: undefined reference to function: deflateInit2_
KLEE: WARNING: undefined reference to function: deflateInit_
KLEE: WARNING: undefined reference to function: getxattr
KLEE: WARNING: undefined reference to function: inflate
KLEE: WARNING: undefined reference to function: inflateEnd
KLEE: WARNING: undefined reference to function: inflateInit2_
KLEE: WARNING: undefined reference to function: lgetxattr
KLEE: WARNING: undefined reference to function: listxattr
KLEE: WARNING: undefined reference to function: llistxattr
KLEE: WARNING: undefined reference to function: lremovexattr
KLEE: WARNING: undefined reference to function: lsetxattr
KLEE: WARNING: undefined reference to function: pthread_attr_init
KLEE: WARNING: undefined reference to function: pthread_attr_setdetachstate
KLEE: WARNING: undefined reference to function: pthread_cancel
KLEE: WARNING: undefined reference to function: pthread_cond_destroy
KLEE: WARNING: undefined reference to function: pthread_cond_init
KLEE: WARNING: undefined reference to function: pthread_cond_signal
KLEE: WARNING: undefined reference to function: pthread_cond_wait
KLEE: WARNING: undefined reference to function: pthread_create
KLEE: WARNING: undefined reference to function: pthread_equal
KLEE: WARNING: undefined reference to function: pthread_exit
KLEE: WARNING: undefined reference to function: pthread_join
KLEE: WARNING: undefined reference to function: pthread_mutex_destroy
KLEE: WARNING: undefined reference to function: pthread_mutex_init
KLEE: WARNING: undefined reference to function: pthread_mutex_lock
KLEE: WARNING: undefined reference to function: pthread_mutex_unlock
KLEE: WARNING: undefined reference to function: pthread_self
KLEE: WARNING: undefined reference to function: pthread_sigmask
KLEE: WARNING: undefined reference to function: removexattr
KLEE: WARNING: undefined reference to function: setxattr
KLEE: WARNING: undefined reference to function: truncate
KLEE: WARNING: undefined reference to function: uncompress
KLEE: WARNING ONCE: calling external: syscall(16, 0, 21505, 94606885932032) at /home/minjong/learch/klee/runtime/POSIX/fd.c:991 10
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: Alignment of memory from call "malloc" is not modelled. Using alignment of 8.
KLEE: WARNING ONCE: Alignment of memory from call "calloc" is not modelled. Using alignment of 8.
KLEE: WARNING ONCE: calling external: gettimeofday(94606891373024, 0) at /home/minjong/learch/klee/build/runtime/POSIX/home/minjong/learch/klee/runtime/POSIX/stubs.c:171 0
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_mutex_init(94606852042608, 0) at ../xorriso/base_obj.c:102 9
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: vprintf(94606639201200, 94606927030912) at libc/stdio/fprintf.c:35 14
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_mutex_lock(94606708967896) at ../libisofs/libiso_msgs.c:169 6
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_mutex_unlock(94606709200632) at ../libburn/libdax_msgs.c:180 6
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: getpid() at ../libburn/init.c:542 20
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_self() at ../libburn/init.c:543 23
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: sigaction: silently ignoring
KLEE: WARNING ONCE: calling external: pthread_mutex_destroy(94606709200632) at ../libburn/libdax_msgs.c:209 44
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: uname(94608908706624) at ../libburn/sg-linux.c:299 18
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: geteuid() at ../libisoburn/isoburn.c:865 5
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: getegid() at ../libisoburn/isoburn.c:866 5
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING: killing 254 states out of 10524 (over memory cap)
KLEE: WARNING: killing 253 states out of 10475 (over memory cap)
KLEE: WARNING: killing 252 states out of 10440 (over memory cap)
KLEE: WARNING: killing 253 states out of 10396 (over memory cap)
KLEE: WARNING: killing 250 states out of 10379 (over memory cap)
KLEE: WARNING: killing 250 states out of 10359 (over memory cap)
KLEE: WARNING: killing 259 states out of 10351 (over memory cap)
KLEE: WARNING: killing 250 states out of 10357 (over memory cap)
KLEE: WARNING: killing 249 states out of 10347 (over memory cap)
KLEE: WARNING: killing 249 states out of 10329 (over memory cap)
KLEE: WARNING: killing 249 states out of 10334 (over memory cap)
KLEE: WARNING: killing 249 states out of 10340 (over memory cap)
KLEE: WARNING: killing 249 states out of 10320 (over memory cap)
KLEE: WARNING: killing 251 states out of 10323 (over memory cap)
KLEE: WARNING: killing 257 states out of 10342 (over memory cap)
KLEE: WARNING: killing 248 states out of 10301 (over memory cap)
KLEE: WARNING: killing 247 states out of 10233 (over memory cap)
KLEE: WARNING: killing 248 states out of 10194 (over memory cap)
KLEE: WARNING: killing 245 states out of 10155 (over memory cap)
KLEE: WARNING: killing 244 states out of 10122 (over memory cap)
KLEE: WARNING: killing 246 states out of 10091 (over memory cap)
KLEE: WARNING: killing 243 states out of 10062 (over memory cap)
KLEE: WARNING: killing 247 states out of 10053 (over memory cap)
KLEE: WARNING: killing 245 states out of 10048 (over memory cap)
KLEE: WARNING: killing 242 states out of 10017 (over memory cap)
KLEE: WARNING: killing 244 states out of 10004 (over memory cap)
KLEE: WARNING: killing 246 states out of 9998 (over memory cap)
KLEE: WARNING: killing 243 states out of 9988 (over memory cap)
KLEE: WARNING: killing 243 states out of 9966 (over memory cap)
KLEE: WARNING: killing 240 states out of 9945 (over memory cap)
KLEE: WARNING: killing 246 states out of 9920 (over memory cap)
KLEE: WARNING: killing 241 states out of 9909 (over memory cap)
KLEE: WARNING: killing 239 states out of 9903 (over memory cap)
KLEE: WARNING: killing 241 states out of 9900 (over memory cap)
KLEE: WARNING: killing 241 states out of 9900 (over memory cap)
KLEE: WARNING: killing 238 states out of 9889 (over memory cap)
KLEE: WARNING: killing 243 states out of 9882 (over memory cap)
KLEE: WARNING: killing 245 states out of 9866 (over memory cap)
KLEE: WARNING: killing 238 states out of 9859 (over memory cap)
KLEE: WARNING: killing 238 states out of 9851 (over memory cap)
KLEE: WARNING: killing 240 states out of 9861 (over memory cap)
KLEE: WARNING: killing 238 states out of 9860 (over memory cap)
KLEE: WARNING: killing 238 states out of 9857 (over memory cap)
KLEE: WARNING: killing 237 states out of 9844 (over memory cap)
KLEE: WARNING: killing 237 states out of 9828 (over memory cap)
KLEE: WARNING: killing 236 states out of 9799 (over memory cap)
KLEE: WARNING: killing 235 states out of 9764 (over memory cap)
KLEE: WARNING: killing 235 states out of 9740 (over memory cap)
KLEE: WARNING: killing 234 states out of 9708 (over memory cap)
KLEE: WARNING: killing 233 states out of 9669 (over memory cap)
KLEE: WARNING: killing 232 states out of 9633 (over memory cap)
KLEE: WARNING: killing 231 states out of 9598 (over memory cap)
KLEE: WARNING: killing 231 states out of 9576 (over memory cap)
KLEE: WARNING: killing 230 states out of 9554 (over memory cap)
KLEE: WARNING: killing 231 states out of 9573 (over memory cap)
KLEE: WARNING: killing 235 states out of 9565 (over memory cap)
KLEE: WARNING: killing 230 states out of 9548 (over memory cap)
KLEE: WARNING: killing 230 states out of 9534 (over memory cap)
KLEE: WARNING: killing 230 states out of 9542 (over memory cap)
KLEE: WARNING: killing 229 states out of 9502 (over memory cap)
KLEE: WARNING: killing 229 states out of 9482 (over memory cap)
KLEE: WARNING: killing 233 states out of 9477 (over memory cap)
KLEE: WARNING: killing 230 states out of 9463 (over memory cap)
KLEE: WARNING: killing 228 states out of 9455 (over memory cap)
KLEE: WARNING: killing 227 states out of 9410 (over memory cap)
KLEE: WARNING: killing 229 states out of 9402 (over memory cap)
KLEE: WARNING: killing 228 states out of 9380 (over memory cap)
KLEE: WARNING: killing 230 states out of 9342 (over memory cap)
KLEE: WARNING: killing 224 states out of 9271 (over memory cap)
KLEE: WARNING: killing 225 states out of 9241 (over memory cap)
KLEE: WARNING: killing 224 states out of 9208 (over memory cap)
KLEE: WARNING: killing 221 states out of 9171 (over memory cap)
KLEE: WARNING: killing 220 states out of 9131 (over memory cap)
KLEE: WARNING ONCE: calling external: pthread_attr_init(94610207234880) at ../libburn/async.c:182 17
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_attr_setdetachstate(94610207234880, 1) at ../libburn/async.c:179 18
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_create(94610207234768, 94610207234880, 94606700777480, 94610207234752) at ../libburn/async.c:217 6
KLEE: WARNING: killing 219 states out of 9098 (over memory cap)
KLEE: WARNING: killing 223 states out of 9080 (over memory cap)
KLEE: WARNING: killing 218 states out of 9043 (over memory cap)
KLEE: WARNING: killing 217 states out of 9009 (over memory cap)
KLEE: WARNING: killing 216 states out of 8971 (over memory cap)
KLEE: WARNING: killing 216 states out of 8941 (over memory cap)
KLEE: WARNING: killing 215 states out of 8932 (over memory cap)
KLEE: WARNING: killing 215 states out of 8904 (over memory cap)
KLEE: WARNING: killing 214 states out of 8885 (over memory cap)
KLEE: WARNING: killing 214 states out of 8859 (over memory cap)
KLEE: WARNING: killing 215 states out of 8823 (over memory cap)
KLEE: WARNING: killing 212 states out of 8789 (over memory cap)
KLEE: WARNING: killing 211 states out of 8763 (over memory cap)
KLEE: WARNING: killing 211 states out of 8746 (over memory cap)
KLEE: WARNING: killing 213 states out of 8754 (over memory cap)
KLEE: WARNING: killing 211 states out of 8737 (over memory cap)
KLEE: WARNING: killing 213 states out of 8738 (over memory cap)
KLEE: WARNING: killing 213 states out of 8738 (over memory cap)
KLEE: WARNING: killing 211 states out of 8755 (over memory cap)
KLEE: WARNING: killing 211 states out of 8761 (over memory cap)
KLEE: WARNING: killing 211 states out of 8734 (over memory cap)
KLEE: WARNING: killing 211 states out of 8730 (over memory cap)
KLEE: WARNING: killing 210 states out of 8723 (over memory cap)
KLEE: WARNING: fcntl: symbolic file, ignoring (EINVAL)
KLEE: WARNING: fcntl: symbolic file, ignoring (EINVAL)
KLEE: WARNING: killing 212 states out of 8725 (over memory cap)
KLEE: WARNING: killing 210 states out of 8709 (over memory cap)
KLEE: WARNING: killing 210 states out of 8707 (over memory cap)
KLEE: WARNING: killing 210 states out of 8691 (over memory cap)
KLEE: WARNING: killing 210 states out of 8690 (over memory cap)
KLEE: WARNING: killing 210 states out of 8689 (over memory cap)
KLEE: WARNING: killing 209 states out of 8667 (over memory cap)
KLEE: WARNING: killing 211 states out of 8650 (over memory cap)
KLEE: WARNING: killing 208 states out of 8642 (over memory cap)
KLEE: WARNING: killing 208 states out of 8630 (over memory cap)
KLEE: WARNING: killing 210 states out of 8632 (over memory cap)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: killing 209 states out of 8586 (over memory cap)
KLEE: WARNING: killing 209 states out of 8566 (over memory cap)
KLEE: WARNING: killing 207 states out of 8567 (over memory cap)
KLEE: WARNING: killing 207 states out of 8563 (over memory cap)
KLEE: WARNING: killing 206 states out of 8545 (over memory cap)
KLEE: WARNING: killing 206 states out of 8556 (over memory cap)
KLEE: WARNING: killing 207 states out of 8561 (over memory cap)
KLEE: WARNING: killing 206 states out of 8546 (over memory cap)
KLEE: WARNING: killing 206 states out of 8529 (over memory cap)
KLEE: WARNING: killing 205 states out of 8515 (over memory cap)
KLEE: WARNING: killing 205 states out of 8516 (over memory cap)
KLEE: WARNING: killing 207 states out of 8507 (over memory cap)
KLEE: WARNING: killing 205 states out of 8496 (over memory cap)
KLEE: WARNING: killing 205 states out of 8485 (over memory cap)
KLEE: WARNING: killing 207 states out of 8506 (over memory cap)
KLEE: WARNING: killing 205 states out of 8508 (over memory cap)
KLEE: WARNING: killing 209 states out of 8498 (over memory cap)
KLEE: WARNING: killing 207 states out of 8499 (over memory cap)
KLEE: WARNING: killing 205 states out of 8498 (over memory cap)
KLEE: WARNING: killing 205 states out of 8507 (over memory cap)
KLEE: WARNING: killing 205 states out of 8507 (over memory cap)
KLEE: WARNING: ioctl: symbolic file, ignoring (EINVAL)
KLEE: WARNING: ioctl: symbolic file, ignoring (EINVAL)
KLEE: WARNING: killing 205 states out of 8501 (over memory cap)
KLEE: WARNING: killing 205 states out of 8499 (over memory cap)
KLEE: WARNING: killing 205 states out of 8484 (over memory cap)
KLEE: WARNING: killing 207 states out of 8479 (over memory cap)
KLEE: WARNING: killing 204 states out of 8470 (over memory cap)
KLEE: WARNING: killing 206 states out of 8474 (over memory cap)
KLEE: WARNING: killing 204 states out of 8446 (over memory cap)
KLEE: WARNING: killing 204 states out of 8440 (over memory cap)
KLEE: WARNING: killing 204 states out of 8436 (over memory cap)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: killing 203 states out of 8397 (over memory cap)
KLEE: WARNING: killing 202 states out of 8384 (over memory cap)
KLEE: WARNING: killing 202 states out of 8383 (over memory cap)
KLEE: WARNING: fcntl: symbolic file, ignoring (EINVAL)
KLEE: WARNING: fcntl: symbolic file, ignoring (EINVAL)
KLEE: WARNING: killing 202 states out of 8355 (over memory cap)
KLEE: WARNING: killing 201 states out of 8351 (over memory cap)
KLEE: WARNING: killing 201 states out of 8347 (over memory cap)
KLEE: WARNING: killing 201 states out of 8347 (over memory cap)
KLEE: WARNING: killing 201 states out of 8331 (over memory cap)
KLEE: WARNING: killing 201 states out of 8341 (over memory cap)
KLEE: WARNING: killing 203 states out of 8335 (over memory cap)
KLEE: WARNING: killing 203 states out of 8328 (over memory cap)
KLEE: WARNING: killing 201 states out of 8323 (over memory cap)
KLEE: WARNING: killing 203 states out of 8320 (over memory cap)
KLEE: WARNING: killing 201 states out of 8312 (over memory cap)
KLEE: WARNING: killing 202 states out of 8300 (over memory cap)
KLEE: WARNING: killing 200 states out of 8293 (over memory cap)
KLEE: WARNING: killing 202 states out of 8297 (over memory cap)
KLEE: WARNING: killing 201 states out of 8317 (over memory cap)
KLEE: WARNING: killing 201 states out of 8312 (over memory cap)
KLEE: WARNING: killing 202 states out of 8307 (over memory cap)
KLEE: WARNING: killing 200 states out of 8306 (over memory cap)
KLEE: WARNING: killing 200 states out of 8288 (over memory cap)
KLEE: WARNING: killing 200 states out of 8275 (over memory cap)
KLEE: WARNING: killing 201 states out of 8269 (over memory cap)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: killing 199 states out of 8229 (over memory cap)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: killing 197 states out of 8176 (over memory cap)
KLEE: WARNING ONCE: calling external: printf(94606813233336, 94606892577456) at ../xorriso/text_io.c:1036 8
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING: killing 196 states out of 8140 (over memory cap)
KLEE: WARNING: ioctl: symbolic file, ignoring (EINVAL)
KLEE: WARNING: ioctl: symbolic file, ignoring (EINVAL)
KLEE: WARNING: killing 197 states out of 8146 (over memory cap)
KLEE: WARNING: killing 196 states out of 8141 (over memory cap)
KLEE: WARNING: killing 198 states out of 8133 (over memory cap)
KLEE: WARNING: killing 196 states out of 8127 (over memory cap)
KLEE: WARNING: killing 196 states out of 8113 (over memory cap)
KLEE: WARNING: killing 198 states out of 8129 (over memory cap)
KLEE: WARNING: killing 196 states out of 8121 (over memory cap)
KLEE: WARNING: killing 198 states out of 8125 (over memory cap)
KLEE: WARNING: killing 196 states out of 8135 (over memory cap)
KLEE: WARNING: killing 196 states out of 8131 (over memory cap)
KLEE: WARNING: killing 198 states out of 8135 (over memory cap)
KLEE: WARNING: killing 196 states out of 8114 (over memory cap)
KLEE: WARNING: killing 196 states out of 8110 (over memory cap)
KLEE: WARNING: killing 195 states out of 8097 (over memory cap)
KLEE: WARNING: killing 195 states out of 8100 (over memory cap)
KLEE: WARNING: killing 195 states out of 8099 (over memory cap)
KLEE: WARNING: killing 195 states out of 8100 (over memory cap)
KLEE: WARNING: killing 196 states out of 8115 (over memory cap)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: killing 194 states out of 8057 (over memory cap)
KLEE: WARNING: killing 194 states out of 8059 (over memory cap)
KLEE: WARNING: killing 195 states out of 8080 (over memory cap)
