KLEE: WARNING ONCE: function "Wait_for_input" has inline asm
KLEE: WARNING: undefined reference to function: BZ2_bzCompress
KLEE: WARNING: undefined reference to function: BZ2_bzCompressEnd
KLEE: WARNING: undefined reference to function: BZ2_bzCompressInit
KLEE: WARNING: undefined reference to function: __isoc99_sscanf
KLEE: WARNING: undefined reference to function: alarm
KLEE: WARNING: undefined reference to function: compress2
KLEE: WARNING: undefined reference to function: compressBound
KLEE: WARNING: undefined reference to function: deflate
KLEE: WARNING: undefined reference to function: deflateEnd
KLEE: WARNING: undefined reference to function: deflateInit2_
KLEE: WARNING: undefined reference to function: deflateInit_
KLEE: WARNING: undefined reference to function: getxattr
KLEE: WARNING: undefined reference to function: inflate
KLEE: WARNING: undefined reference to function: inflateEnd
KLEE: WARNING: undefined reference to function: inflateInit2_
KLEE: WARNING: undefined reference to function: lgetxattr
KLEE: WARNING: undefined reference to function: listxattr
KLEE: WARNING: undefined reference to function: llistxattr
KLEE: WARNING: undefined reference to function: lremovexattr
KLEE: WARNING: undefined reference to function: lsetxattr
KLEE: WARNING: undefined reference to function: pthread_attr_init
KLEE: WARNING: undefined reference to function: pthread_attr_setdetachstate
KLEE: WARNING: undefined reference to function: pthread_cancel
KLEE: WARNING: undefined reference to function: pthread_cond_destroy
KLEE: WARNING: undefined reference to function: pthread_cond_init
KLEE: WARNING: undefined reference to function: pthread_cond_signal
KLEE: WARNING: undefined reference to function: pthread_cond_wait
KLEE: WARNING: undefined reference to function: pthread_create
KLEE: WARNING: undefined reference to function: pthread_equal
KLEE: WARNING: undefined reference to function: pthread_exit
KLEE: WARNING: undefined reference to function: pthread_join
KLEE: WARNING: undefined reference to function: pthread_mutex_destroy
KLEE: WARNING: undefined reference to function: pthread_mutex_init
KLEE: WARNING: undefined reference to function: pthread_mutex_lock
KLEE: WARNING: undefined reference to function: pthread_mutex_unlock
KLEE: WARNING: undefined reference to function: pthread_self
KLEE: WARNING: undefined reference to function: pthread_sigmask
KLEE: WARNING: undefined reference to function: removexattr
KLEE: WARNING: undefined reference to function: setxattr
KLEE: WARNING: undefined reference to function: truncate
KLEE: WARNING: undefined reference to function: uncompress
KLEE: WARNING ONCE: calling external: syscall(16, 0, 21505, 94333560145168) at /home/minjong/learch/klee/runtime/POSIX/fd.c:991 10
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: Alignment of memory from call "malloc" is not modelled. Using alignment of 8.
KLEE: WARNING ONCE: Alignment of memory from call "calloc" is not modelled. Using alignment of 8.
KLEE: WARNING ONCE: calling external: gettimeofday(94333565587936, 0) at /home/minjong/learch/klee/build/runtime/POSIX/home/minjong/learch/klee/runtime/POSIX/stubs.c:171 0
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_mutex_init(94333527199600, 0) at ../xorriso/base_obj.c:102 9
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: vprintf(94333313039280, 94333601409600) at libc/stdio/fprintf.c:35 14
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_mutex_lock(94333309835288) at ../libisofs/libiso_msgs.c:169 6
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_mutex_unlock(94333383417304) at ../libburn/libdax_msgs.c:180 6
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: getpid() at ../libburn/init.c:542 20
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: pthread_self() at ../libburn/init.c:543 23
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: sigaction: silently ignoring
KLEE: WARNING ONCE: calling external: pthread_mutex_destroy(94333383417304) at ../libburn/libdax_msgs.c:209 44
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: uname(94335583216448) at ../libburn/sg-linux.c:299 18
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: geteuid() at ../libisoburn/isoburn.c:865 5
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING ONCE: calling external: getegid() at ../libisoburn/isoburn.c:866 5
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING: killing 249 states out of 10230 (over memory cap)
KLEE: WARNING: killing 246 states out of 10218 (over memory cap)
KLEE: WARNING: killing 245 states out of 10180 (over memory cap)
KLEE: WARNING: killing 247 states out of 10160 (over memory cap)
KLEE: WARNING: killing 246 states out of 10103 (over memory cap)
KLEE: WARNING: killing 245 states out of 10069 (over memory cap)
KLEE: WARNING: killing 241 states out of 10008 (over memory cap)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: killing 241 states out of 9901 (over memory cap)
KLEE: WARNING: killing 238 states out of 9861 (over memory cap)
KLEE: WARNING: killing 237 states out of 9840 (over memory cap)
KLEE: WARNING: killing 237 states out of 9826 (over memory cap)
KLEE: WARNING: killing 236 states out of 9789 (over memory cap)
KLEE: WARNING: killing 241 states out of 9806 (over memory cap)
KLEE: WARNING: killing 236 states out of 9786 (over memory cap)
KLEE: WARNING: killing 240 states out of 9770 (over memory cap)
KLEE: WARNING: killing 236 states out of 9770 (over memory cap)
KLEE: WARNING: killing 235 states out of 9764 (over memory cap)
KLEE: WARNING: killing 235 states out of 9753 (over memory cap)
KLEE: WARNING: killing 235 states out of 9744 (over memory cap)
KLEE: WARNING: killing 235 states out of 9724 (over memory cap)
KLEE: WARNING: killing 239 states out of 9717 (over memory cap)
KLEE: WARNING: killing 239 states out of 9708 (over memory cap)
KLEE: WARNING: killing 239 states out of 9703 (over memory cap)
KLEE: WARNING: killing 234 states out of 9690 (over memory cap)
KLEE: WARNING: killing 236 states out of 9705 (over memory cap)
KLEE: WARNING: killing 234 states out of 9697 (over memory cap)
KLEE: WARNING: killing 236 states out of 9693 (over memory cap)
KLEE: WARNING: killing 233 states out of 9671 (over memory cap)
KLEE: WARNING ONCE: calling external: printf(94333488406712, 94333566792368) at ../xorriso/text_io.c:1036 8
KLEE: WARNING ONCE: external modified read-only object (originally terminated state)
KLEE: WARNING: killing 232 states out of 9640 (over memory cap)
KLEE: WARNING: killing 233 states out of 9641 (over memory cap)
KLEE: WARNING: killing 233 states out of 9662 (over memory cap)
KLEE: WARNING: killing 233 states out of 9668 (over memory cap)
KLEE: WARNING: killing 234 states out of 9684 (over memory cap)
KLEE: WARNING: killing 234 states out of 9703 (over memory cap)
KLEE: WARNING: killing 236 states out of 9692 (over memory cap)
KLEE: WARNING: killing 236 states out of 9689 (over memory cap)
KLEE: WARNING: killing 238 states out of 9683 (over memory cap)
KLEE: WARNING: killing 233 states out of 9662 (over memory cap)
KLEE: WARNING: killing 233 states out of 9645 (over memory cap)
KLEE: WARNING: killing 232 states out of 9632 (over memory cap)
KLEE: WARNING: killing 232 states out of 9616 (over memory cap)
KLEE: WARNING: killing 236 states out of 9610 (over memory cap)
KLEE: WARNING: killing 234 states out of 9597 (over memory cap)
KLEE: WARNING: killing 231 states out of 9575 (over memory cap)
KLEE: WARNING: killing 235 states out of 9560 (over memory cap)
KLEE: WARNING: killing 230 states out of 9552 (over memory cap)
KLEE: WARNING: killing 237 states out of 9550 (over memory cap)
KLEE: WARNING: killing 229 states out of 9509 (over memory cap)
KLEE: WARNING: killing 229 states out of 9488 (over memory cap)
KLEE: WARNING: killing 231 states out of 9481 (over memory cap)
KLEE: WARNING: killing 228 states out of 9455 (over memory cap)
KLEE: WARNING: killing 228 states out of 9437 (over memory cap)
KLEE: WARNING: killing 230 states out of 9438 (over memory cap)
KLEE: WARNING: killing 227 states out of 9418 (over memory cap)
KLEE: WARNING: killing 229 states out of 9420 (over memory cap)
KLEE: WARNING: killing 227 states out of 9418 (over memory cap)
KLEE: WARNING: killing 227 states out of 9410 (over memory cap)
KLEE: WARNING: killing 226 states out of 9391 (over memory cap)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: killing 224 states out of 9301 (over memory cap)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: killing 223 states out of 9266 (over memory cap)
KLEE: WARNING: killing 223 states out of 9239 (over memory cap)
KLEE: WARNING: killing 224 states out of 9201 (over memory cap)
KLEE: WARNING: killing 224 states out of 9183 (over memory cap)
KLEE: WARNING: killing 223 states out of 9160 (over memory cap)
KLEE: WARNING: killing 220 states out of 9123 (over memory cap)
KLEE: WARNING: killing 221 states out of 9089 (over memory cap)
KLEE: WARNING: killing 220 states out of 9051 (over memory cap)
KLEE: WARNING: killing 219 states out of 9011 (over memory cap)
KLEE: WARNING: killing 216 states out of 8953 (over memory cap)
KLEE: WARNING: killing 220 states out of 8937 (over memory cap)
KLEE: WARNING: killing 217 states out of 8903 (over memory cap)
KLEE: WARNING: killing 214 states out of 8888 (over memory cap)
KLEE: WARNING: killing 213 states out of 8849 (over memory cap)
KLEE: WARNING: killing 215 states out of 8833 (over memory cap)
KLEE: WARNING: killing 212 states out of 8795 (over memory cap)
KLEE: WARNING: killing 211 states out of 8761 (over memory cap)
KLEE: WARNING: killing 213 states out of 8747 (over memory cap)
KLEE: WARNING: killing 212 states out of 8723 (over memory cap)
KLEE: WARNING: killing 212 states out of 8723 (over memory cap)
KLEE: WARNING: killing 210 states out of 8713 (over memory cap)
KLEE: WARNING: killing 211 states out of 8735 (over memory cap)
KLEE: WARNING: killing 217 states out of 8761 (over memory cap)
KLEE: WARNING: killing 212 states out of 8772 (over memory cap)
KLEE: WARNING: killing 214 states out of 8802 (over memory cap)
KLEE: WARNING: killing 212 states out of 8786 (over memory cap)
KLEE: WARNING: killing 216 states out of 8784 (over memory cap)
KLEE: WARNING: killing 211 states out of 8765 (over memory cap)
KLEE: WARNING: killing 211 states out of 8762 (over memory cap)
KLEE: WARNING: killing 211 states out of 8767 (over memory cap)
KLEE: WARNING: killing 211 states out of 8766 (over memory cap)
KLEE: WARNING: killing 216 states out of 8774 (over memory cap)
KLEE: WARNING: killing 213 states out of 8761 (over memory cap)
KLEE: WARNING: killing 213 states out of 8741 (over memory cap)
KLEE: WARNING: killing 211 states out of 8741 (over memory cap)
KLEE: WARNING: killing 211 states out of 8735 (over memory cap)
KLEE: WARNING: killing 211 states out of 8736 (over memory cap)
KLEE: WARNING: killing 210 states out of 8719 (over memory cap)
KLEE: WARNING: killing 210 states out of 8698 (over memory cap)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: kill: ignoring (EPERM)
KLEE: WARNING: killing 210 states out of 8701 (over memory cap)
KLEE: WARNING: killing 209 states out of 8682 (over memory cap)
KLEE: WARNING: killing 209 states out of 8681 (over memory cap)
KLEE: WARNING: killing 209 states out of 8666 (over memory cap)
KLEE: WARNING: killing 209 states out of 8654 (over memory cap)
KLEE: WARNING: killing 208 states out of 8636 (over memory cap)
KLEE: WARNING: killing 210 states out of 8630 (over memory cap)
KLEE: WARNING: killing 208 states out of 8612 (over memory cap)
KLEE: WARNING: killing 207 states out of 8596 (over memory cap)
KLEE: WARNING: killing 209 states out of 8591 (over memory cap)
KLEE: WARNING: killing 207 states out of 8585 (over memory cap)
KLEE: WARNING: killing 209 states out of 8581 (over memory cap)
KLEE: WARNING: killing 207 states out of 8579 (over memory cap)
KLEE: WARNING: killing 208 states out of 8558 (over memory cap)
KLEE: WARNING: killing 206 states out of 8558 (over memory cap)
KLEE: WARNING: killing 207 states out of 8582 (over memory cap)
KLEE: WARNING: killing 207 states out of 8577 (over memory cap)
KLEE: WARNING: killing 209 states out of 8571 (over memory cap)
KLEE: WARNING: killing 209 states out of 8565 (over memory cap)
KLEE: WARNING: killing 207 states out of 8579 (over memory cap)
KLEE: WARNING: killing 207 states out of 8563 (over memory cap)
KLEE: WARNING: killing 206 states out of 8546 (over memory cap)
KLEE: WARNING: killing 208 states out of 8549 (over memory cap)
KLEE: WARNING: killing 206 states out of 8524 (over memory cap)
KLEE: WARNING: killing 209 states out of 8520 (over memory cap)
KLEE: WARNING: killing 205 states out of 8500 (over memory cap)
KLEE: WARNING: killing 205 states out of 8490 (over memory cap)
KLEE: WARNING: killing 204 states out of 8461 (over memory cap)
KLEE: WARNING: killing 204 states out of 8447 (over memory cap)
KLEE: WARNING: killing 206 states out of 8438 (over memory cap)
KLEE: WARNING: killing 204 states out of 8438 (over memory cap)
KLEE: WARNING: killing 205 states out of 8436 (over memory cap)
KLEE: WARNING: killing 203 states out of 8423 (over memory cap)
KLEE: WARNING: killing 203 states out of 8406 (over memory cap)
KLEE: WARNING: killing 205 states out of 8398 (over memory cap)
KLEE: WARNING: killing 202 states out of 8379 (over memory cap)
KLEE: WARNING: killing 202 states out of 8355 (over memory cap)
KLEE: WARNING: killing 204 states out of 8365 (over memory cap)
KLEE: WARNING: killing 202 states out of 8354 (over memory cap)
KLEE: WARNING: killing 204 states out of 8364 (over memory cap)
KLEE: WARNING: killing 202 states out of 8378 (over memory cap)
KLEE: WARNING: killing 202 states out of 8373 (over memory cap)
KLEE: WARNING: killing 204 states out of 8366 (over memory cap)
KLEE: WARNING: killing 202 states out of 8356 (over memory cap)
KLEE: WARNING: killing 201 states out of 8347 (over memory cap)
KLEE: WARNING: killing 201 states out of 8332 (over memory cap)
KLEE: WARNING: killing 202 states out of 8355 (over memory cap)
KLEE: WARNING: killing 204 states out of 8358 (over memory cap)
KLEE: WARNING: killing 206 states out of 8361 (over memory cap)
KLEE: WARNING: killing 205 states out of 8349 (over memory cap)
KLEE: WARNING: killing 203 states out of 8340 (over memory cap)
KLEE: WARNING: killing 201 states out of 8339 (over memory cap)
KLEE: WARNING: killing 201 states out of 8324 (over memory cap)
KLEE: WARNING: killing 204 states out of 8311 (over memory cap)
KLEE: WARNING: killing 200 states out of 8282 (over memory cap)
KLEE: WARNING: killing 199 states out of 8265 (over memory cap)
KLEE: WARNING: killing 199 states out of 8267 (over memory cap)
KLEE: WARNING: killing 199 states out of 8264 (over memory cap)
KLEE: WARNING: killing 199 states out of 8236 (over memory cap)
KLEE: WARNING: killing 199 states out of 8242 (over memory cap)
KLEE: WARNING: killing 199 states out of 8232 (over memory cap)
KLEE: WARNING: killing 198 states out of 8216 (over memory cap)
KLEE: WARNING: killing 198 states out of 8221 (over memory cap)
KLEE: WARNING: killing 199 states out of 8228 (over memory cap)
KLEE: WARNING: killing 198 states out of 8221 (over memory cap)
KLEE: WARNING: killing 198 states out of 8204 (over memory cap)
KLEE: WARNING: killing 197 states out of 8185 (over memory cap)
KLEE: WARNING: killing 200 states out of 8198 (over memory cap)
KLEE: WARNING: killing 200 states out of 8202 (over memory cap)
KLEE: WARNING: killing 197 states out of 8186 (over memory cap)
KLEE: WARNING: killing 198 states out of 8190 (over memory cap)
KLEE: WARNING: killing 198 states out of 8210 (over memory cap)
KLEE: WARNING: killing 198 states out of 8192 (over memory cap)
KLEE: WARNING: killing 197 states out of 8175 (over memory cap)
KLEE: WARNING: killing 197 states out of 8168 (over memory cap)
KLEE: WARNING: killing 197 states out of 8145 (over memory cap)
KLEE: WARNING: killing 196 states out of 8121 (over memory cap)
KLEE: WARNING: killing 196 states out of 8104 (over memory cap)
KLEE: WARNING: killing 195 states out of 8093 (over memory cap)
KLEE: WARNING: killing 195 states out of 8095 (over memory cap)
KLEE: WARNING: killing 195 states out of 8086 (over memory cap)
KLEE: WARNING: killing 195 states out of 8084 (over memory cap)
KLEE: WARNING: killing 195 states out of 8084 (over memory cap)
KLEE: WARNING: killing 195 states out of 8078 (over memory cap)
KLEE: WARNING: killing 197 states out of 8076 (over memory cap)
KLEE: WARNING: killing 197 states out of 8072 (over memory cap)
KLEE: WARNING: killing 195 states out of 8066 (over memory cap)
KLEE: WARNING: killing 194 states out of 8048 (over memory cap)
KLEE: WARNING: killing 194 states out of 8051 (over memory cap)
KLEE: WARNING: killing 195 states out of 8062 (over memory cap)
KLEE: WARNING: killing 195 states out of 8081 (over memory cap)
KLEE: WARNING: killing 195 states out of 8076 (over memory cap)
KLEE: WARNING: killing 195 states out of 8074 (over memory cap)
KLEE: WARNING: killing 195 states out of 8069 (over memory cap)
KLEE: WARNING: killing 194 states out of 8039 (over memory cap)
KLEE: WARNING: killing 194 states out of 8035 (over memory cap)
KLEE: WARNING: killing 194 states out of 8035 (over memory cap)
KLEE: WARNING: killing 194 states out of 8035 (over memory cap)
KLEE: WARNING: killing 194 states out of 8030 (over memory cap)
KLEE: WARNING: killing 193 states out of 8012 (over memory cap)
KLEE: WARNING: killing 194 states out of 8030 (over memory cap)
KLEE: WARNING: killing 193 states out of 8017 (over memory cap)
KLEE: WARNING: killing 195 states out of 8018 (over memory cap)
KLEE: WARNING: killing 193 states out of 7997 (over memory cap)
KLEE: WARNING: killing 193 states out of 7990 (over memory cap)
KLEE: WARNING: killing 195 states out of 7986 (over memory cap)
KLEE: WARNING: killing 192 states out of 7977 (over memory cap)
KLEE: WARNING: killing 193 states out of 7983 (over memory cap)
KLEE: WARNING: killing 192 states out of 7977 (over memory cap)
KLEE: WARNING: killing 193 states out of 7979 (over memory cap)
KLEE: WARNING: killing 192 states out of 7975 (over memory cap)
KLEE: WARNING: killing 193 states out of 7985 (over memory cap)
